Price,date,open,high,low,close,adj_close,volume
52,2013-04-18,29.926936109411564,29.926936109411564,29.275959754070463,29.357332229614258,29.357332229614258,799900
53,2013-04-19,29.574329376220703,29.646662013595652,28.76060617530743,29.574329376220703,29.574329376220703,2159300
54,2013-04-22,29.746106241964256,29.746106241964256,29.13129285642638,29.529111862182617,29.529111862182617,922100
55,2013-04-23,29.637612418154976,29.80035736869228,28.480318057897957,28.66114616394043,28.66114616394043,2731700
56,2013-04-24,28.59785402347098,28.65210348790703,27.503849024912395,27.684677124023438,27.684677124023438,4149300
57,2013-04-25,27.964965726007325,28.923350738687212,27.802220743296502,28.525529861450195,28.525529861450195,1520600
58,2013-04-26,28.579775761684935,29.547202232823096,28.579775761684935,29.511035919189453,29.511035919189453,1421800
59,2013-04-29,29.850761250829134,29.850761250829134,29.144124811702405,29.588037490844727,29.588037490844727,1711600
60,2013-04-30,30.512107684111985,31.472406845457055,29.832651610604547,29.914186477661133,29.914186477661133,3390300
61,2013-05-01,29.86888076617948,30.358086359797966,29.58803776607771,30.249374389648438,30.249374389648438,1393100
62,2013-05-02,30.240334554226788,30.684244046650413,29.995729883426854,30.149738311767578,30.149738311767578,696300
63,2013-05-03,30.45774522391313,30.475864464433087,29.896062591361485,30.0863094329834,30.0863094329834,998400
64,2013-05-06,30.213152705362024,30.339987439565057,29.669589096635875,29.841716766357422,29.841716766357422,503700
65,2013-05-07,29.968542482642683,29.968542482642683,29.25284796366348,29.787353515625,29.787353515625,700700
66,2013-05-08,29.89606572336057,30.29467868888421,29.642403241290264,30.131608963012695,30.131608963012695,1034100
67,2013-05-09,30.17690699414915,30.50304297051576,30.149726404199658,30.394330978393555,30.394330978393555,977200
68,2013-05-10,30.385271032535712,30.448686644979656,29.868884784982615,30.059131622314453,30.059131622314453,534100
69,2013-05-13,29.950419807841353,30.339974832721634,29.66957676835575,29.932300567626953,29.932300567626953,438700
70,2013-05-14,30.013842296663597,30.575525048421742,29.760176331440164,29.96854591369629,29.96854591369629,872300
71,2013-05-15,29.84170730743172,29.950422759431927,29.4974520771072,29.70581817626953,29.70581817626953,563200
72,2013-05-16,30.330909231233388,30.620810122226274,30.041008340240502,30.249374389648438,30.249374389648438,1278700
73,2013-05-17,30.2131475634475,30.71141815185547,30.06819706206315,30.71141815185547,30.71141815185547,962200
74,2013-05-20,30.71141099394559,30.802003740236646,30.43962584328893,30.53927993774414,30.53927993774414,735700
75,2013-05-21,30.41244833768752,30.566460151564044,29.887004195036813,29.932300567626953,29.932300567626953,1692400
76,2013-05-22,29.488389646960712,30.792947375994835,28.76363727299282,30.394330978393555,30.394330978393555,26006000
77,2013-05-23,30.122547773449266,30.620814789801656,29.6333386493687,29.75111198425293,29.75111198425293,9008500
78,2013-05-24,30.07725430972555,30.457748027999454,29.47027179204641,30.31279754638672,30.31279754638672,5911600
79,2013-05-28,30.6208215331197,31.05567303165707,30.430574650489444,31.037553787231445,31.037553787231445,4960300
80,2013-05-29,31.028482228084158,31.028482228084158,29.78734390661027,29.850759506225586,29.850759506225586,3095700
81,2013-05-30,29.687699787352674,29.986658649213783,29.08071725853189,29.207551956176758,29.207551956176758,3934100
82,2013-05-31,29.26190354251571,29.298142024231538,28.808932888743357,28.990121841430664,28.990121841430664,6512400
83,2013-06-03,28.999189768828327,29.751122973118385,28.365031670869744,29.669588088989258,29.669588088989258,3398000
84,2013-06-04,29.742050171767062,29.887000620253016,28.845166895834964,29.352495193481445,29.352495193481445,4513400
85,2013-06-05,29.370608348889473,29.370608348889473,28.763629480105468,29.144123077392578,29.144123077392578,3522300
86,2013-06-06,29.144128670510693,29.27096334983852,28.57338816504788,29.062597274780273,29.062597274780273,2918200
87,2013-06-07,29.22566130667249,29.29813826079425,28.27442374711834,28.537147521972656,28.537147521972656,5134200
88,2013-06-10,28.8361175454771,29.08978178463127,28.50997805627121,28.99918556213379,28.99918556213379,4992100
89,2013-06-11,28.718338012695312,29.008238933160435,28.446554603799918,28.718338012695312,28.718338012695312,6367500
90,2013-06-12,28.944818755348237,29.017292246082512,28.446550114972368,28.56432342529297,28.56432342529297,7648500
91,2013-06-13,28.509975240831086,28.58245048372568,27.966411783094696,28.23819351196289,28.23819351196289,5849800
92,2013-06-14,28.084181205555833,28.319726158504334,27.730864640106063,27.902992248535156,27.902992248535156,10665000
93,2013-06-17,28.446561658398448,28.772701138775492,27.821461563657856,28.04794692993164,28.04794692993164,26785600
94,2013-06-18,28.3831423672478,28.437498364309672,28.038885415261273,28.247251510620117,28.247251510620117,24286200
95,2013-06-19,28.13853682711382,28.301606540673674,27.921111118349327,28.08418083190918,28.08418083190918,23483400
96,2013-06-20,27.98452637690523,28.120418955101297,27.223535541969255,27.35036849975586,27.35036849975586,14938500
97,2013-06-21,27.676507468377924,28.16571662532589,27.48626061486215,27.721805572509766,27.721805572509766,33694200
98,2013-06-24,27.31413865505166,27.631218557862322,26.634682461005866,27.522504806518555,27.522504806518555,40766000
99,2013-06-25,27.90298771651511,28.64586093728521,27.63120605307299,28.528087615966797,28.528087615966797,13511100
100,2013-06-26,28.808930356596623,28.899524824977522,28.0117028363254,28.05699920654297,28.05699920654297,23779700
101,2013-06-27,28.50091931088309,28.546217423525476,27.893940152991934,27.966415405273438,27.966415405273438,16734600
102,2013-06-28,27.993585300726018,28.437496322068128,27.66744761383039,27.984525680541992,27.984525680541992,19415100
103,2013-07-01,28.102297430694065,28.138534181441425,27.296008559229676,27.73086166381836,27.73086166381836,17601000
104,2013-07-02,27.37754607426401,27.930170832526297,26.833982664503132,26.906457901000977,26.906457901000977,11157300
105,2013-07-03,26.879277463460788,26.94269307568524,26.24511788532458,26.52596092224121,26.52596092224121,12930000
106,2013-07-05,27.006105502423978,27.34130449200258,26.97892837350249,27.332244873046875,27.332244873046875,10819200
107,2013-07-08,27.58591416659624,28.057002344563138,27.37754634763166,28.02982521057129,28.02982521057129,15675100
108,2013-07-09,28.192888228818322,28.446550634860753,28.029818551822164,28.066055297851562,28.066055297851562,8704800
109,2013-07-10,28.156657211558578,28.301607689954437,27.604032432708117,28.120420455932617,28.120420455932617,6506200
110,2013-07-11,28.473737613221726,28.491856855378185,27.9392320652284,28.011707305908203,28.011707305908203,4486900
111,2013-07-12,28.10230170046687,28.428439418528477,28.0932420794171,28.401262283325195,28.401262283325195,5429400
112,2013-07-15,28.365014635144476,28.673034739539474,28.174767838401053,28.609619140625,28.609619140625,4201900
113,2013-07-16,28.59150981677594,28.673044680203454,28.174777606320713,28.22913360595703,28.22913360595703,4301200
114,2013-07-17,28.29254278821702,28.29254278821702,27.948285898269408,28.075117111206055,28.075117111206055,3545800
115,2013-07-18,28.183832030210784,28.265366878602478,27.875811875830117,27.92110824584961,27.92110824584961,4053700
116,2013-07-19,27.893927131833685,27.902985022187536,27.286946529340703,27.395658493041992,27.395658493041992,8946200
117,2013-07-22,27.504376876413858,27.71274294900589,27.323187935410296,27.422842025756836,27.422842025756836,4255800
118,2013-07-23,27.549675249549058,27.576854111058246,26.960813740417425,27.232595443725586,27.232595443725586,5091800
119,2013-07-24,27.29600873970357,27.676504128768293,26.87021697991872,27.087642669677734,27.087642669677734,4890100
120,2013-07-25,27.06953210803219,27.676513001172136,26.91552197908783,27.649335861206055,27.649335861206055,5472900
121,2013-07-26,27.540623559863388,27.65839693237223,27.17824727511777,27.56780242919922,27.56780242919922,5051600
122,2013-07-29,27.42284871754715,27.667453329207227,27.160124861776055,27.25977897644043,27.25977897644043,4123600
123,2013-07-30,27.37325407732729,27.527597538038286,27.137199270846576,27.273386001586914,27.273386001586914,4630100
124,2013-07-31,27.237073329910217,27.409575279205196,27.055492148369552,27.064571380615234,27.064571380615234,5375100
125,2013-08-01,27.209837516305605,27.427733910222635,26.746807029849442,27.382339477539062,27.382339477539062,8105500
126,2013-08-02,27.346035064256913,28.108671877942065,27.15537456207016,28.09051513671875,28.09051513671875,5187500
127,2013-08-05,27.66378936987894,28.499059763853438,27.66378936987894,28.3719539642334,28.3719539642334,7283300
128,2013-08-06,28.76235754437169,29.506837474346835,28.226694817840897,28.263010025024414,28.263010025024414,12471200
129,2013-08-07,28.23576918398478,28.508139251801893,27.827212350572452,28.36287498474121,28.36287498474121,5920100
130,2013-08-08,28.508139251801893,28.89853761890997,28.30840131751512,28.36287498474121,28.36287498474121,7161900
131,2013-08-09,28.27208776122398,28.36287837190099,27.945243987148345,28.063270568847656,28.063270568847656,2784100
132,2013-08-12,27.854448343010155,28.13589762673119,27.273391310376653,27.53668212890625,27.53668212890625,5793700
133,2013-08-13,27.69102240148028,27.917997994935035,27.41865238200911,27.645627975463867,27.645627975463867,3116200
134,2013-08-14,27.69102312106538,27.809049670786926,27.309704044884896,27.364177703857422,27.364177703857422,3858200
135,2013-08-15,27.1826111444478,27.382349143121452,27.046426066639075,27.2552433013916,27.2552433013916,5818900
136,2013-08-16,27.182604042458966,27.418658923774153,27.010102065404258,27.237077713012695,27.237077713012695,3678800
137,2013-08-19,27.15536618254213,27.509447636600967,27.091813278653287,27.119050979614258,27.119050979614258,2480600
138,2013-08-20,27.109973144599415,27.609318899505144,26.973786364455265,27.44589614868164,27.44589614868164,3804100
139,2013-08-21,27.30062712688429,27.409576185749366,26.873913587343043,27.100889205932617,27.100889205932617,3531400
140,2013-08-22,27.082734044999633,27.246156787391943,26.846679165064824,27.119050979614258,27.119050979614258,3030800
141,2013-08-23,27.128130810752562,27.445897089166355,26.91023437941688,27.41866111755371,27.41866111755371,2531600
142,2013-08-26,27.382337838275046,27.382337838275046,26.919307379538544,27.055492401123047,27.055492401123047,7179000
143,2013-08-27,26.810363315538293,26.937469120250505,26.329174333620088,26.51075553894043,26.51075553894043,8103500
144,2013-08-28,26.392726511006604,27.082732647909044,26.156671643248927,26.846677780151367,26.846677780151367,7067300
145,2013-08-29,26.71957087832221,26.882993605552628,26.528910452657854,26.75588607788086,26.75588607788086,1590600
146,2013-08-30,26.737726681592317,26.783121109442227,26.36548683182651,26.465354919433594,26.465354919433594,2296300
147,2013-09-03,26.746800398048624,27.028251352298856,26.501668097976022,26.71956443786621,26.71956443786621,2052100
148,2013-09-04,26.737725359420136,26.97377845059062,26.64693477652346,26.95562171936035,26.95562171936035,3187200
149,2013-09-05,26.98286106237335,27.681946387064627,26.928387398485594,27.53668212890625,27.53668212890625,5688100
150,2013-09-06,27.645631203796686,28.09958244371659,27.2098366973918,27.790895462036133,27.790895462036133,5245900
151,2013-09-09,27.81813575612891,28.144981253861932,27.563924130502627,27.772741317749023,27.772741317749023,2723800
152,2013-09-10,28.44458485532047,28.889456866255657,28.017871309734456,28.09958267211914,28.09958267211914,5024400
153,2013-09-11,28.47182349909941,28.562612365487865,28.045108207652525,28.4445858001709,28.4445858001709,6367900
154,2013-09-12,28.471820802363787,28.499056767025994,27.98155265820655,28.217607498168945,28.217607498168945,2881300
155,2013-09-13,28.208532841567454,28.417350019052,28.063268567518485,28.19037437438965,28.19037437438965,3087300
156,2013-09-16,28.54445475889913,29.216302393424343,28.49905859540559,28.91669464111328,28.91669464111328,7069200
157,2013-09-17,29.06196737290322,29.52499974467533,29.034731396931104,29.39789390563965,29.39789390563965,4616300
158,2013-09-18,29.30709601680051,29.71565289616317,29.01656745000344,29.706575393676758,29.706575393676758,3913200
159,2013-09-19,29.77919598202637,29.86998829381424,29.198139040074256,29.51590347290039,29.51590347290039,4128700
160,2013-09-20,29.670255624786236,29.733808526245745,28.934855043818537,29.22538185119629,29.22538185119629,11372300
161,2013-09-23,29.22537379089653,29.22537379089653,28.4627374520293,28.671554565429688,28.671554565429688,3322100
162,2013-09-24,28.70787993685754,28.744195139068513,28.335638291153092,28.580772399902344,28.580772399902344,2212100
163,2013-09-25,28.580762837045025,28.68063264016145,28.172207857515023,28.199443817138672,28.199443817138672,3165800
164,2013-09-26,28.344709183282156,28.726028218558874,28.326552453363234,28.671554565429688,28.671554565429688,2289100
165,2013-09-27,28.653394415104138,28.68971133617402,28.190364061579753,28.28115463256836,28.28115463256836,2391000
166,2013-09-30,28.235766858677486,28.43550477651519,28.08142337117537,28.253925323486328,28.253925323486328,2890400
167,2013-10-01,28.253933750148363,29.08920433192065,28.15406389560033,28.8531494140625,28.8531494140625,3263200
168,2013-10-02,28.753275359995087,29.17091145572749,28.53537894418605,29.05288314819336,29.05288314819336,3071500
169,2013-10-03,28.862223442549286,28.889459411285834,28.45366659463387,28.580772399902344,28.580772399902344,2520500
170,2013-10-04,29.316178118227906,29.56131225534082,28.726039995914547,29.09827995300293,29.09827995300293,5795500
171,2013-10-07,28.78050553493865,29.397879417457663,28.68063572109401,28.989322662353516,28.989322662353516,4420200
172,2013-10-08,28.925767352735726,29.134584462670187,28.56260505340566,28.62615966796875,28.62615966796875,4152500
173,2013-10-09,28.807741798856757,28.807741798856757,28.217605604399825,28.535371780395508,28.535371780395508,3379900
174,2013-10-10,28.853137392561308,29.37972068786621,28.57168641640677,29.37972068786621,29.37972068786621,4397600
175,2013-10-11,29.452353885943083,29.751963353350074,29.080114024341423,29.416040420532227,29.416040420532227,6164800
176,2013-10-14,29.080118847938287,29.47051723868827,28.925777070065447,29.31617546081543,29.31617546081543,2527800
177,2013-10-15,29.252626612058812,29.434204384523973,29.05288690629833,29.116439819335938,29.116439819335938,2326600
178,2013-10-16,29.288934655730554,29.933548096559115,29.288934655730554,29.86091423034668,29.86091423034668,3625900
179,2013-10-17,29.80644030919591,30.133282295266763,29.7519649131642,29.988018035888672,29.988018035888672,2891500
180,2013-10-18,30.106045159672885,30.23315094877051,29.82459415283314,30.160520553588867,30.160520553588867,3979400
181,2013-10-21,30.106051770914824,30.269474525177156,29.615783508127834,29.751970291137695,29.751970291137695,2677800
182,2013-10-22,29.88814329279925,29.96077714222955,29.288927888489564,29.51590347290039,29.51590347290039,3084600
183,2013-10-23,29.488676481159857,29.86999737991713,29.488676481159857,29.597623825073242,29.597623825073242,2817700
184,2013-10-24,29.7338127629231,29.86091858395303,29.506837092977122,29.724735260009766,29.724735260009766,2351500
185,2013-10-25,29.779201207366437,29.779201207366437,29.37064439106319,29.479595184326172,29.479595184326172,1480800
186,2013-10-28,29.534068994239014,29.534068994239014,28.998408080151737,29.03472328186035,29.03472328186035,3636400
187,2013-10-29,29.043801072068486,29.325250365150595,28.980248173471228,29.080116271972656,29.080116271972656,2912000
188,2013-10-30,29.26661914200444,29.66691086121939,29.06647675281345,29.166549682617188,29.166549682617188,4398600
189,2013-10-31,29.111963293117554,29.366691861399065,28.802648544311523,28.802648544311523,28.802648544311523,4241700
190,2013-11-01,28.902721818351218,29.048281497737396,28.547918581540188,28.96640396118164,28.96640396118164,5890500
191,2013-11-04,28.966401279617802,29.102863249508353,28.67528194779581,29.04827880859375,29.04827880859375,3838900
192,2013-11-05,29.020983376575956,29.08466550836755,28.43874475995801,28.829936981201172,28.829936981201172,6642200
193,2013-11-06,29.18474128130213,29.27571476724888,28.10213805828924,28.447843551635742,28.447843551635742,6722800
194,2013-11-07,28.54791851584522,28.684382233262955,28.0748504265329,28.238605499267578,28.238605499267578,5204600
195,2013-11-08,28.356871406034045,28.77535503944299,28.165823247367378,28.73896598815918,28.73896598815918,4664000
196,2013-11-11,28.8390430694018,29.111967066567487,28.76626322114372,28.902725219726562,28.902725219726562,3078700
197,2013-11-12,28.884526424625882,29.093768246842483,28.611602459578858,28.96640396118164,28.96640396118164,3204200
198,2013-11-13,28.793550905287294,28.939110583228064,28.45694480075235,28.85723304748535,28.85723304748535,4179800
199,2013-11-14,29.048283791518575,29.275721025419962,28.638896076412724,28.820846557617188,28.820846557617188,2945000
200,2013-11-15,28.82993711403395,28.99369215951423,28.575206850485962,28.939105987548828,28.939105987548828,3601700
201,2013-11-18,28.96640235399513,29.075571239873454,28.620696833228063,28.766258239746094,28.766258239746094,2927500
202,2013-11-19,28.80264044998712,29.066468376088135,28.384156928153747,28.584300994873047,28.584300994873047,2571200
203,2013-11-20,28.58430892246679,28.94820811524766,28.393260761751694,28.538822174072266,28.538822174072266,2374400
204,2013-11-21,28.647990401797415,28.85723221590652,28.49333303154108,28.729867935180664,28.729867935180664,4425000
205,2013-11-22,28.784452685255385,28.866330219509685,28.429651193625563,28.52972412109375,28.52972412109375,3850500
206,2013-11-25,28.575208537552935,28.584306233417625,28.25679612312102,28.466039657592773,28.466039657592773,4719800
207,2013-11-26,28.620690036454853,29.039175293495973,28.557007912280884,28.584300994873047,28.584300994873047,4398400
208,2013-11-27,28.611602797386357,28.702576296670625,28.29319034426661,28.456945419311523,28.456945419311523,1783200
209,2013-11-29,28.4660386402853,28.61159829850227,28.27499050437053,28.338672637939453,28.338672637939453,1058600
210,2013-12-02,28.48423229615642,28.74806026117968,28.284088199910087,28.338672637939453,28.338672637939453,4065200
211,2013-12-03,28.320482911039683,28.42055584678173,28.102143380045682,28.284093856811523,28.284093856811523,5514800
212,2013-12-04,28.265890974890414,28.51152353289748,28.165818065656154,28.39325523376465,28.39325523376465,3196400
213,2013-12-05,28.384163318604635,28.848133680676156,28.202212864107782,28.602502822875977,28.602502822875977,6498000
214,2013-12-06,28.76625363993519,28.829935769049275,28.475132608658424,28.69347381591797,28.69347381591797,3263700
215,2013-12-09,28.711668743964605,29.05737422478539,28.55701139416751,28.884521484375,28.884521484375,3073800
216,2013-12-10,28.7662590272497,28.7662590272497,28.384164445799044,28.52972412109375,28.52972412109375,2941900
217,2013-12-11,28.59340862618844,28.69348156193049,27.98387678479373,28.284093856811523,28.284093856811523,4436300
218,2013-12-12,28.18401599470321,28.57520823672629,28.18401599470321,28.356868743896484,28.356868743896484,3603500
219,2013-12-13,28.48423533503092,29.01188958616286,28.41145549815783,28.729867935180664,28.729867935180664,3286500
220,2013-12-16,28.811736781864056,29.111953735351562,28.702566191865117,29.111953735351562,29.111953735351562,2635600
221,2013-12-17,29.030085039010455,29.084669482975716,28.49333309026218,28.784452438354492,28.784452438354492,2629700
222,2013-12-18,28.757159721473567,29.293911644790757,28.475136348064126,29.266616821289062,29.266616821289062,3684400
223,2013-12-19,29.23932284899229,29.44856463487529,28.802643886660487,29.39398193359375,29.39398193359375,3447300
224,2013-12-20,29.41218346109447,29.73969014836659,29.34849784561799,29.457670211791992,29.457670211791992,3681000
225,2013-12-23,29.66690958799158,29.694200942069873,29.257521924735475,29.44856834411621,29.44856834411621,2219800
226,2013-12-24,29.38488620432263,29.548641269625072,29.17564439208425,29.44856834411621,29.44856834411621,624300
227,2013-12-26,29.5668289249331,29.821557417445742,29.47585545486871,29.648706436157227,29.648706436157227,1504700
228,2013-12-27,29.739684343447472,29.8124659066905,29.539541985361048,29.72148895263672,29.72148895263672,1322400
229,2013-12-30,29.78517455568234,29.87614803932017,29.603224117990724,29.72148895263672,29.72148895263672,1803600
230,2013-12-31,29.839756061484586,29.84885549173316,29.53044137093341,29.739683151245117,29.739683151245117,2270400
231,2014-01-02,29.594127831183016,29.712396148808686,29.212034994814978,29.439472198486328,29.439472198486328,2576100
232,2014-01-03,29.42127002121563,29.566829659182677,29.130150745281533,29.157442092895508,29.157442092895508,2524900
233,2014-01-06,29.384884587662228,29.776076836538568,28.975498682137367,29.093765258789062,29.093765258789062,2763200
234,2014-01-07,29.284813706331875,29.521350346517995,29.06647592968541,29.20293617248535,29.20293617248535,2338200
235,2014-01-08,28.848126534723004,29.193831965590903,28.666177860504693,28.87541961669922,28.87541961669922,3965900
236,2014-01-09,28.957312077036885,29.08467638826408,28.684388057204725,29.075578689575195,29.075578689575195,2303300
237,2014-01-10,29.02098718708138,29.621423008316828,28.98459813636879,29.603227615356445,29.603227615356445,2999900
238,2014-01-13,29.466765083866488,29.49405643919224,28.82994192161406,28.911819458007812,28.911819458007812,4042800
239,2014-01-14,29.057377638983883,29.102864385653792,28.793549649715576,28.975500106811523,28.975500106811523,2334500
240,2014-01-15,29.011885814961403,29.07556794704641,28.82083941870638,28.939105987548828,28.939105987548828,2916300
241,2014-01-16,28.975491799258634,29.184735285489296,28.84812582172526,29.111953735351562,29.111953735351562,1960400
242,2014-01-17,29.030086173970005,29.193841247476144,28.775355866826207,28.866331100463867,28.866331100463867,2502500
243,2014-01-21,29.093764324939347,29.19383724173039,28.438745855999464,28.447843551635742,28.447843551635742,5681900
244,2014-01-22,28.584307971021634,28.811745175840326,28.438748298754323,28.620697021484375,28.620697021484375,5693600
245,2014-01-23,28.620689390544335,28.95729712742016,28.56610496179961,28.87541961669922,28.87541961669922,3263800
246,2014-01-24,28.666185503573015,28.811745175840326,28.475137349217068,28.620697021484375,28.620697021484375,4520900
247,2014-01-27,28.684381492995403,28.7662590272497,28.438748890232507,28.52972412109375,28.52972412109375,6934000
248,2014-01-28,28.55889977126186,28.83245349724933,28.440361040774736,28.66832160949707,28.66832160949707,4203400
249,2014-01-29,28.51330018066269,28.677432021371175,28.011786029697802,28.066497802734375,28.066497802734375,3152000
250,2014-01-30,28.33093833314942,28.568017526049545,27.89325447204199,27.966201782226562,27.966201782226562,4700400
251,2014-01-31,27.71088687068613,27.84766460670269,27.419097613692976,27.68353271484375,27.68353271484375,5302200
252,2014-02-03,27.720005904896826,27.856781903698383,27.482926695346904,27.692651748657227,27.692651748657227,6569400
253,2014-02-04,27.865895016059685,28.03914550779956,27.482921251750977,27.564987182617188,27.564987182617188,3657300
254,2014-02-05,27.446448415761786,27.747356248599537,27.309672444326598,27.47380256652832,27.47380256652832,3758700
255,2014-02-06,27.43733244891185,27.574108433622875,27.355266510245034,27.40085792541504,27.40085792541504,3327100
256,2014-02-07,27.45557179564126,28.084741720931447,27.45557179564126,27.993558883666992,27.993558883666992,4130100
257,2014-02-10,28.06650949693757,28.750391292035648,28.06650949693757,28.394771575927734,28.394771575927734,6339700
258,2014-02-11,27.017887101113182,27.127308944457,26.23370389075376,26.561965942382812,26.561965942382812,29137200
259,2014-02-12,26.625802773927717,27.473814872339787,26.561972335413518,27.355276107788086,27.355276107788086,14394200
260,2014-02-13,27.291432855876675,27.510274739341824,26.954050531867473,27.054353713989258,27.054353713989258,7891600
261,2014-02-14,27.008768339044135,27.355267630448,26.94493792031085,27.245845794677734,27.245845794677734,5571100
262,2014-02-18,27.273197690531845,27.89325061086931,27.245841800799017,27.60146141052246,27.60146141052246,6087800
